Magnet,Start,Duration,Type,RunID
1.5T,602.8343769353276,1.5365746341694884,exit,2
1.5T,604.370951569497,1.7126501101236393,flip,2
1.5T,606.0836016796206,2.0,handover,2
1.5T,608.0836016796206,1.6283182479300338,setup,2
3T,597.4374390170053,24.835872530964537,scan,2
3T,622.2733115479698,2.210595314852527,exit,2
3T,624.4839068628223,0.8054322419757298,flip,2
3T,625.289339104798,2.0,handover,2
3T,627.289339104798,2.3779172687520704,setup,2
1.5T,609.7119199275506,23.14762458928033,scan,2
1.5T,632.859544516831,0.8658443556198039,exit,2
1.5T,633.7253888724508,1.4952880313410977,flip,2
1.5T,635.220676903792,2.0,handover,2
1.5T,637.220676903792,4.492485943534172,setup,2
1.5T,641.7131628473261,24.101491121462082,scan,2
1.5T,665.8146539687882,2.9746763461246664,exit,2
1.5T,668.7893303149128,1.259041333568468,flip,2
1.5T,670.0483716484813,2.0,handover,2
3T,629.6672563735501,43.951088385146335,scan,2
3T,673.6183447586965,1.792665991169844,exit,2
1.5T,672.0483716484813,3.6116322031447874,setup,2
3T,675.4110107498664,1.0942383469539765,flip,2
3T,676.5052490968203,2.0,handover,2
3T,678.5052490968203,2.4259125136929343,setup,2
3T,680.9311616105132,21.39165995506627,scan,2
3T,702.3228215655795,2.973842222959362,exit,2
3T,705.2966637885388,1.182950769386724,flip,2
3T,706.4796145579255,2.0,handover,2
3T,708.4796145579255,4.489968265838648,setup,2
1.5T,675.6600038516261,75.3592702138552,scan,2
1.5T,751.0192740654813,1.0757460702882384,exit,2
1.5T,752.0950201357696,0.8323260213727146,flip,2
3T,712.9695828237642,41.79284731910934,scan,2
1.5T,752.9273461571423,2.0,handover,2
3T,754.7624301428735,1.6900818394997659,exit,2
3T,756.4525119823733,0.8440794496474021,flip,2
3T,757.2965914320207,2.0,handover,2
1.5T,754.9273461571423,4.713044431203992,setup,2
3T,759.2965914320207,5.272656714826207,setup,2
1.5T,759.6403905883463,24.11454430287184,scan,2
1.5T,783.7549348912182,0.5710439998399365,exit,2
1.5T,784.3259788910582,0.7014411232268841,flip,2
1.5T,785.0274200142851,2.0,handover,2
3T,764.5692481468469,24.771848939369495,scan,2
1.5T,787.0274200142851,2.4505793498308206,setup,2
3T,789.3410970862165,3.2450089614921183,exit,2
3T,792.5861060477085,1.0729233840047727,flip,2
1.5T,789.4779993641159,19.31910591235762,scan,2
1.5T,808.7971052764735,2.441645760211079,exit,2
1.5T,811.2387510366846,1.3307515224752484,flip,2
3T,811.7244436189862,2.0,handover,2
3T,813.7244436189862,4.939780035306005,setup,2
3T,818.6642236542923,23.564830609178706,scan,2
1.5T,841.6265414416484,2.0,handover,2
3T,842.229054263471,3.1355737950570743,exit,2
3T,845.3646280585281,1.3686402838380087,flip,2
1.5T,843.6265414416484,4.552961972567764,setup,2
3T,871.0123832487808,2.0,handover,2
1.5T,848.1795034142162,27.47987603432997,scan,2
3T,873.0123832487808,4.45723792638209,setup,2
1.5T,875.6593794485462,2.4691771781919427,exit,2
1.5T,878.1285566267381,1.1511399011142425,flip,2
1.5T,879.2796965278524,2.0,handover,2
1.5T,881.2796965278524,4.247356744019379,setup,2
3T,877.4696211751628,24.017498978900534,scan,2
3T,901.4871201540634,1.9364192777194265,exit,2
3T,903.4235394317828,1.661658359794385,flip,2
1.5T,885.5270532718718,20.344127976837164,scan,2
3T,905.0851977915772,2.0,handover,2
1.5T,905.8711812487089,2.3533207478529645,exit,2
1.5T,908.2245019965619,1.637871009913919,flip,2
1.5T,909.8623730064759,2.0,handover,2
3T,907.0851977915772,4.883355560337721,setup,2
1.5T,911.8623730064759,5.135917450109101,setup,2
3T,911.9685533519149,24.011528795905903,scan,2
3T,935.9800821478208,2.9677016368330436,exit,2
3T,938.9477837846538,1.404252923539267,flip,2
3T,940.352036708193,2.0,handover,2
1.5T,916.998290456585,27.199814726318937,scan,2
1.5T,944.1981051829039,3.1383426774902183,exit,2
3T,942.352036708193,5.037328120831224,setup,2
1.5T,947.3364478603941,1.211366423582266,flip,2
1.5T,948.5478142839763,2.0,handover,2
1.5T,950.5478142839763,5.261162467958834,setup,2
3T,8.298116085964438,2.501184336267816,exit,3
3T,10.79930042223225,1.9004306492422671,flip,3
1.5T,30.53822796954603,2.0,handover,3
1.5T,32.53822796954603,3.886477256815722,setup,3
3T,54.47584766092466,2.0,handover,3
3T,56.47584766092466,4.93569528332395,setup,3
1.5T,36.42470522636175,65.70420439854944,scan,3
1.5T,102.12890962491119,2.3649303225746205,exit,3
1.5T,104.49383994748581,1.6592693338920312,flip,3
1.5T,106.15310928137785,2.0,handover,3
1.5T,108.15310928137785,3.811539664368857,setup,3
3T,61.411542944248595,54.55240853098371,scan,3
3T,115.9639514752323,2.1288306210271526,exit,3
3T,118.09278209625944,1.714708816434026,flip,3
3T,119.80749091269348,2.0,handover,3
3T,121.80749091269348,3.821076131101871,setup,3
1.5T,111.96464894574672,20.474921652559882,scan,3
1.5T,132.4395705983066,0.46475656966004963,exit,3
1.5T,132.90432716796664,1.5530181905979212,flip,3
1.5T,134.45734535856457,2.0,handover,3
1.5T,136.45734535856457,2.459700714073654,setup,3
3T,125.62856704379536,19.892373338289637,scan,3
3T,145.520940382085,2.3370774073895397,exit,3
3T,147.85801778947453,1.1673019424120046,flip,3
3T,149.02531973188653,2.0,handover,3
3T,151.02531973188653,2.3840727274288214,setup,3
1.5T,138.91704607263821,20.2576286425954,scan,3
1.5T,159.1746747152336,2.018535243007936,exit,3
1.5T,173.0,1.6865540358145186,flip,3
