No_Show_Rate,Throughput,Magnet_Idle_Pct
0.05,29,44.75
0.05,27,49.25
0.05,34,41.66666666666667
0.05,32,42.75
0.05,25,56.91666666666667
0.05,24,55.58333333333333
0.05,29,45.458333333333336
0.05,36,36.833333333333336
0.05,38,39.208333333333336
0.05,33,32.83333333333333
0.05,34,34.458333333333336
0.05,21,64.41666666666667
0.05,31,48.75
0.05,31,47.208333333333336
0.05,27,50.458333333333336
0.05,29,57.41666666666667
0.05,24,53.91666666666667
0.05,28,47.791666666666664
0.05,40,32.166666666666664
0.05,31,47.5
0.05,25,53.95833333333333
0.05,27,48.625
0.05,33,37.625
0.05,33,45.458333333333336
0.05,31,48.291666666666664
0.05,28,51.29166666666667
0.05,31,45.458333333333336
0.05,20,67.54166666666667
0.05,21,64.5
0.05,32,40.91666666666667
0.05,26,55.00000000000001
0.05,36,32.708333333333336
0.05,29,46.33333333333333
0.05,25,58.375
0.05,28,46.625
0.05,30,49.666666666666664
0.05,33,44.916666666666664
0.05,28,48.333333333333336
0.05,30,42.375
0.05,22,61.916666666666664
0.05,28,46.541666666666664
0.05,29,50.958333333333336
0.05,27,52.79166666666667
0.05,25,56.791666666666664
0.05,31,53.333333333333336
0.05,42,23.25
0.05,30,46.416666666666664
0.05,34,41.95833333333333
0.05,34,28.083333333333332
0.05,37,41.083333333333336
0.05,32,43.666666666666664
0.05,33,37.708333333333336
0.05,29,44.583333333333336
0.05,28,53.75
0.05,30,50.916666666666664
0.05,27,49.916666666666664
0.05,42,26.166666666666664
0.05,39,27.250000000000004
0.05,25,55.666666666666664
0.05,30,49.833333333333336
0.05,30,48.41666666666667
0.05,28,51.95833333333333
0.05,35,38.958333333333336
0.05,20,62.375
0.05,39,36.0
0.05,22,56.708333333333336
0.05,37,43.958333333333336
0.05,25,57.375
0.05,29,48.083333333333336
0.05,25,53.95833333333333
0.05,27,51.083333333333336
0.05,28,54.0
0.05,29,46.08333333333333
0.05,25,52.79166666666667
0.05,28,45.75
0.05,33,46.125
0.05,30,47.16666666666667
0.05,28,51.74999999999999
0.05,29,45.666666666666664
0.05,36,28.916666666666668
0.05,36,31.333333333333336
0.05,17,74.75
0.05,33,41.66666666666667
0.05,37,28.249999999999996
0.05,37,30.5
0.05,27,53.5
0.05,25,51.916666666666664
0.05,35,39.08333333333333
0.05,40,35.0
0.05,31,44.75
0.05,33,36.791666666666664
0.05,27,55.25
0.05,21,58.375
0.05,25,58.25
0.05,40,23.791666666666668
0.05,22,61.958333333333336
0.05,23,60.75000000000001
0.05,31,49.25
0.05,30,42.95833333333333
0.05,25,56.54166666666667
0.05,28,43.833333333333336
0.05,43,13.583333333333334
0.05,26,49.125
0.05,36,38.625
0.05,32,40.5
0.05,26,54.41666666666667
0.05,29,45.666666666666664
0.05,33,41.458333333333336
0.05,35,38.75
0.05,37,37.708333333333336
0.05,28,47.708333333333336
0.05,30,51.541666666666664
0.05,31,46.416666666666664
0.05,29,52.041666666666664
0.05,31,46.958333333333336
0.05,30,49.833333333333336
0.05,31,39.208333333333336
0.05,28,49.45833333333333
0.05,38,36.333333333333336
0.05,30,50.66666666666667
0.05,32,47.25
0.05,32,41.458333333333336
0.05,25,53.87499999999999
0.05,22,60.5
0.05,35,33.166666666666664
0.05,27,57.04166666666667
0.05,32,41.083333333333336
0.05,33,44.208333333333336
0.05,32,43.45833333333333
0.05,30,46.33333333333333
0.05,31,46.0
0.05,23,56.875
0.05,31,47.041666666666664
0.05,25,51.74999999999999
0.05,39,33.875
0.05,27,49.625
0.05,28,49.125
0.05,20,62.16666666666667
0.05,35,35.0
0.05,35,35.583333333333336
0.05,23,60.375
0.05,29,49.625
0.05,30,50.625
0.05,34,40.958333333333336
0.05,33,45.0
0.05,28,49.083333333333336
0.05,33,36.583333333333336
0.05,32,40.33333333333333
0.05,42,24.916666666666668
0.05,28,48.45833333333333
0.05,34,39.375
0.05,29,47.458333333333336
0.05,37,34.08333333333333
0.05,38,33.375
0.05,27,48.95833333333333
0.05,33,39.208333333333336
0.05,34,37.083333333333336
0.05,35,38.25
0.05,27,48.41666666666667
0.05,30,45.79166666666667
0.05,30,42.16666666666667
0.05,25,55.25
0.05,23,60.458333333333336
0.05,29,49.625
0.05,21,64.20833333333333
0.05,40,29.333333333333332
0.05,30,41.208333333333336
0.05,28,46.541666666666664
0.05,25,54.833333333333336
0.05,34,45.54166666666667
0.05,31,44.666666666666664
0.05,35,41.70833333333333
0.05,30,42.875
0.05,29,46.75
0.05,31,45.958333333333336
0.05,26,55.50000000000001
0.05,28,48.66666666666667
0.05,23,57.75
0.05,38,31.958333333333332
0.05,31,47.291666666666664
0.05,41,35.541666666666664
0.05,37,32.458333333333336
0.05,28,44.916666666666664
0.05,35,38.458333333333336
0.05,32,42.875
0.05,26,50.0
0.05,37,31.125000000000004
0.05,30,47.5
0.05,29,48.5
0.05,32,44.083333333333336
0.05,30,44.625
0.05,34,36.95833333333333
0.05,17,67.625
0.05,27,41.375
0.05,26,48.16666666666667
0.05,28,51.5
0.05,32,37.20833333333333
0.05,36,41.16666666666667
0.05,25,58.291666666666664
0.05,36,40.458333333333336
0.05,27,47.583333333333336
0.05,37,32.0
0.05,27,53.91666666666667
0.05,30,50.458333333333336
0.05,33,38.54166666666667
0.05,29,44.958333333333336
0.05,26,55.208333333333336
0.05,33,36.791666666666664
0.05,36,41.0
0.05,32,41.208333333333336
0.05,30,44.29166666666667
0.05,24,58.5
0.05,28,54.91666666666667
0.05,41,27.208333333333336
0.05,34,36.20833333333333
0.05,36,38.125
0.05,33,40.541666666666664
0.05,33,40.458333333333336
0.05,27,54.625
0.05,33,36.333333333333336
0.05,21,66.79166666666667
0.05,25,47.708333333333336
0.05,29,44.208333333333336
0.05,46,17.625
0.05,27,47.0
0.05,31,45.08333333333333
0.05,29,50.416666666666664
0.05,26,49.875
0.05,37,31.416666666666664
0.05,33,40.875
0.05,30,48.583333333333336
0.05,31,39.625
0.05,29,44.29166666666667
0.05,27,51.083333333333336
0.05,23,62.416666666666664
0.05,30,44.958333333333336
0.05,24,56.41666666666667
0.05,41,21.5
0.05,27,55.00000000000001
0.05,29,45.04166666666667
0.05,37,42.0
0.05,34,38.79166666666667
0.05,33,42.45833333333333
0.05,31,40.291666666666664
0.05,30,45.416666666666664
0.05,28,49.333333333333336
0.05,31,48.0
0.05,34,45.25
0.05,35,36.45833333333333
0.05,36,34.125
0.05,32,41.70833333333333
0.05,32,35.083333333333336
0.05,40,28.166666666666668
0.05,24,60.04166666666667
0.05,26,53.0
0.05,24,58.291666666666664
0.05,29,48.95833333333333
0.05,33,42.541666666666664
0.05,20,62.583333333333336
0.05,26,52.95833333333333
0.05,40,26.0
0.05,41,28.291666666666664
0.05,28,48.375
0.05,25,52.37500000000001
0.05,34,37.708333333333336
0.05,33,44.083333333333336
0.05,36,31.041666666666668
0.05,32,45.08333333333333
0.05,27,48.583333333333336
0.05,48,8.625
0.05,31,35.041666666666664
0.05,26,48.083333333333336
0.05,28,51.916666666666664
0.05,29,48.70833333333333
0.05,21,63.708333333333336
0.05,33,41.125
0.05,27,45.08333333333333
0.05,34,30.916666666666664
0.05,32,47.375
0.05,36,27.708333333333336
0.05,26,51.625
0.05,24,58.5
0.05,29,45.166666666666664
0.05,30,47.708333333333336
0.05,21,54.083333333333336
0.05,25,53.91666666666667
0.05,25,53.625
0.05,45,19.916666666666664
0.05,30,45.875
0.05,29,51.916666666666664
0.05,26,54.208333333333336
0.05,34,44.958333333333336
0.05,23,59.25
0.05,32,43.083333333333336
0.05,27,51.33333333333333
0.05,27,53.5
0.05,37,30.5
0.05,35,37.0
0.05,28,46.25
0.05,26,56.49999999999999
0.05,25,58.75
0.05,24,57.458333333333336
0.05,38,38.79166666666667
0.05,32,34.958333333333336
0.05,32,42.291666666666664
0.05,36,31.791666666666668
0.05,25,52.83333333333333
0.05,37,31.0
0.05,30,46.875
0.05,35,38.79166666666667
0.05,35,33.458333333333336
0.05,28,54.75
0.05,29,41.91666666666667
0.05,27,52.208333333333336
0.05,23,59.875
0.05,21,62.125
0.05,37,36.875
0.05,33,41.41666666666667
0.05,25,51.87500000000001
0.05,25,52.79166666666667
0.05,23,62.33333333333333
0.05,32,41.125
0.05,35,42.20833333333333
0.05,28,46.33333333333333
0.05,37,36.125
0.05,30,49.583333333333336
0.05,33,42.333333333333336
0.05,33,41.125
0.05,29,44.54166666666667
0.05,25,57.54166666666667
0.05,26,50.083333333333336
0.05,33,43.45833333333333
0.05,29,53.541666666666664
0.05,30,44.75
0.05,29,51.0
0.05,38,37.79166666666667
0.05,30,44.208333333333336
0.05,31,42.5
0.05,36,37.20833333333333
0.05,20,61.625
0.05,39,37.75
0.05,36,40.625
0.05,31,48.0
0.05,35,40.041666666666664
0.05,37,30.666666666666664
0.05,29,48.333333333333336
0.05,35,32.875
0.05,38,29.291666666666664
0.05,38,29.708333333333332
0.05,31,46.75
0.05,30,48.16666666666667
0.05,27,49.541666666666664
0.05,25,59.958333333333336
0.05,25,60.583333333333336
0.05,36,33.666666666666664
0.05,30,39.208333333333336
0.05,43,27.0
0.05,24,59.25
0.05,30,41.41666666666667
0.05,32,45.208333333333336
0.05,31,45.166666666666664
0.05,38,22.625
0.05,38,29.25
0.05,30,50.83333333333333
0.05,31,48.75
0.05,36,34.166666666666664
0.05,24,52.79166666666667
0.05,34,44.666666666666664
0.05,32,38.375
0.05,29,48.25
0.05,36,35.91666666666667
0.05,34,37.166666666666664
0.05,26,55.50000000000001
0.05,23,58.08333333333333
0.05,28,54.541666666666664
0.05,27,44.208333333333336
0.05,37,30.375000000000004
0.05,34,33.875
0.05,31,52.083333333333336
0.05,33,42.0
0.05,26,54.625
0.05,29,46.125
0.05,25,62.25000000000001
0.05,37,34.333333333333336
0.05,24,53.75
0.05,32,49.125
0.05,32,54.95833333333333
0.05,22,64.79166666666667
0.05,34,40.91666666666667
0.05,37,30.875000000000004
0.05,25,53.541666666666664
0.05,38,30.916666666666664
0.05,31,43.916666666666664
0.05,30,48.333333333333336
0.05,32,43.083333333333336
0.05,35,37.875
0.05,31,48.95833333333333
0.05,26,47.083333333333336
0.05,31,44.875
0.05,37,38.29166666666667
0.05,23,58.833333333333336
0.05,44,25.416666666666664
0.05,31,47.791666666666664
0.05,39,32.54166666666667
0.05,28,50.916666666666664
0.05,20,60.66666666666667
0.05,27,39.54166666666667
0.05,28,55.58333333333333
0.05,33,39.375
0.05,21,61.25000000000001
0.05,25,53.41666666666667
0.05,33,37.375
0.05,34,42.625
0.05,22,60.333333333333336
0.05,29,49.166666666666664
0.05,40,30.333333333333336
0.05,29,52.541666666666664
0.05,34,39.0
0.05,35,41.66666666666667
0.05,41,26.958333333333336
0.05,29,53.708333333333336
0.05,32,48.5
0.05,31,46.041666666666664
0.05,36,34.541666666666664
0.05,21,61.416666666666664
0.05,41,27.500000000000004
0.05,35,33.458333333333336
0.05,34,47.41666666666667
0.05,34,38.458333333333336
0.05,31,44.125
0.05,34,33.541666666666664
0.05,31,41.125
0.05,30,45.04166666666667
0.05,32,47.25
0.05,25,57.875
0.05,29,55.291666666666664
0.05,30,51.541666666666664
0.05,37,33.666666666666664
0.05,39,35.333333333333336
0.05,30,49.20833333333333
0.05,46,17.416666666666668
0.05,34,45.125
0.05,37,24.375
0.05,34,40.0
0.05,22,58.75
0.05,24,55.00000000000001
0.05,33,40.125
0.05,30,44.958333333333336
0.05,36,31.125000000000004
0.05,36,28.000000000000004
0.05,34,40.041666666666664
0.05,24,55.00000000000001
0.05,29,46.541666666666664
0.05,31,45.458333333333336
0.05,30,46.458333333333336
0.05,34,38.958333333333336
0.05,32,50.875
0.05,30,39.25
0.05,33,36.41666666666667
0.05,35,36.291666666666664
0.05,31,48.45833333333333
0.05,38,37.416666666666664
0.05,27,52.416666666666664
0.05,42,24.75
0.1,22,63.916666666666664
0.1,25,61.20833333333333
0.1,22,58.25
0.1,18,65.83333333333333
0.1,26,57.75
0.1,28,49.791666666666664
0.1,23,64.41666666666667
0.1,30,43.791666666666664
0.1,27,44.29166666666667
0.1,32,44.708333333333336
0.1,30,47.16666666666667
0.1,26,52.666666666666664
0.1,22,60.12499999999999
0.1,25,53.41666666666667
0.1,31,45.0
0.1,27,51.916666666666664
0.1,26,54.625
0.1,21,55.041666666666664
0.1,26,56.041666666666664
0.1,28,45.916666666666664
0.1,22,59.791666666666664
0.1,25,53.79166666666667
0.1,26,50.5
0.1,28,53.29166666666667
0.1,24,54.58333333333333
0.1,28,46.0
0.1,30,48.375
0.1,22,56.833333333333336
0.1,39,30.708333333333332
0.1,29,48.541666666666664
0.1,30,46.5
0.1,29,47.875
0.1,39,35.833333333333336
0.1,28,51.87500000000001
0.1,26,50.66666666666667
0.1,29,55.125
0.1,25,55.125
0.1,21,67.20833333333334
0.1,29,55.708333333333336
0.1,37,33.0
0.1,34,42.791666666666664
0.1,27,49.25
0.1,25,56.91666666666667
0.1,28,49.041666666666664
0.1,16,70.70833333333333
0.1,33,32.83333333333333
0.1,20,66.91666666666667
0.1,20,65.375
0.1,38,40.291666666666664
0.1,27,51.625
0.1,29,44.75
0.1,26,52.5
0.1,31,43.20833333333333
0.1,27,45.58333333333333
0.1,21,62.083333333333336
0.1,26,53.125
0.1,29,46.291666666666664
0.1,33,37.625
0.1,25,52.79166666666667
0.1,16,72.375
0.1,24,61.75000000000001
0.1,29,51.416666666666664
0.1,20,67.54166666666667
0.1,30,48.833333333333336
0.1,34,34.416666666666664
0.1,34,36.875
0.1,29,50.958333333333336
0.1,29,48.25
0.1,38,37.79166666666667
0.1,30,51.416666666666664
0.1,30,49.291666666666664
0.1,27,54.708333333333336
0.1,25,51.625
0.1,25,55.08333333333333
0.1,17,66.79166666666667
0.1,25,56.791666666666664
0.1,35,35.208333333333336
0.1,29,50.66666666666667
0.1,36,37.583333333333336
0.1,31,46.666666666666664
0.1,22,59.583333333333336
0.1,38,25.5
0.1,31,43.041666666666664
0.1,25,58.62500000000001
0.1,29,47.125
0.1,28,54.041666666666664
0.1,20,62.375
0.1,31,47.95833333333333
